steps,time_ms
667100,6.096875
668100,6.108125
669100,6.103000
670100,6.098500
671100,6.126750
672100,6.113792
673100,6.124375
674100,6.196917
675100,6.224875
676100,6.265584
677100,6.163708
678100,6.195084
679100,6.213708
680100,6.184458
681100,6.235167
682100,6.228458
683100,6.210166
684100,6.233750
685100,6.235209
686100,6.291875
687100,6.276708
688100,6.260750
689100,6.268125
690100,6.325584
691100,6.281916
692100,6.338459
693100,6.309250
694100,6.313291
695100,6.342958
696100,6.343667
697100,6.337416
698100,6.370333
699100,6.376083
700100,6.385333
701100,6.374834
702100,6.388708
703100,6.409334
704100,6.454584
705100,6.419208
706100,6.421375
707100,6.460291
708100,6.464375
709100,6.453916
710100,6.447583
711100,6.479292
712100,6.474625
713100,6.481458
714100,6.541875
715100,6.505750
716100,6.512666
717100,6.517708
718100,6.603334
719100,6.559958
720100,6.567875
721100,6.599708
722100,6.584250
723100,6.599042
724100,6.606542
725100,6.610583
726100,6.717959
727100,6.624167
728100,6.628458
729100,6.649459
730100,6.639958
731100,6.657375
732100,6.666625
733100,6.682667
734100,6.665625
735100,6.677542
736100,6.778209
737100,6.694458
738100,6.748584
739100,6.719292
740100,6.739167
741100,6.751750
742100,6.739125
743100,6.785667
744100,6.771250
745100,6.769917
746100,6.803125
747100,6.792958
748100,6.814875
749100,6.803833
750100,6.817750
751100,6.852500
752100,6.892542
753100,6.869208
754100,6.862750
755100,6.957875
756100,6.748500
757100,6.716583
758100,6.907958
759100,6.939709
760100,6.926375
761100,6.915291
762100,7.178875
763100,6.958750
764100,7.103166
765100,6.965833
766100,6.957917
767100,7.009250
768100,7.032917
769100,6.999167
770100,7.008375
771100,7.009459
772100,7.051875
773100,7.027875
774100,7.035417
775100,7.305583
776100,7.157166
777100,7.100708
778100,7.109250
779100,7.112625
780100,7.110375
781100,7.104958
782100,7.124334
783100,7.110458
784100,7.151291
785100,7.150959
786100,7.227250
787100,7.157000
788100,7.196417
789100,7.262000
790100,7.238834
791100,7.246500
792100,7.209209
793100,7.241958
794100,7.220709
795100,7.260000
796100,7.264708
797100,7.252500
798100,7.274125
799100,7.293584
800100,7.379958
801100,7.297292
802100,7.304958
803100,7.300042
804100,7.313542
